zipcode_link,zip4,PROVINCIE,URB2,INKOMEN,SOCKL_A,SOCKL_B1,SOCKL_B2,SOCKL_C,SOCKL_D,OPL_HOOG,OPL_MID,OPL_LAAG,TWEEVERD2,K_WON_EIG2,WOZ_WON,K_HPR_WON,LEVENSFAS2,K_ALLEEN2,K_PAAR_MK2,K_PAAR_ZK2,K_JALLEEN2,K_MALLEEN2,K_OALLEEN2,K_PAARAJK2,K_PAARAOK2,K_JPAARZK2,K_MPAARZK2,K_OPAARZK2,K_G_GEZGRT,LENEN2,SPAREN2,KOOPINTERN,K_AUTOBEZ2
15659,3553,Utrecht,1,4,1,1,3,4,2,1,2,5,1,1,5,9,1,4,4,3,4,2,3,3,3,3,1,1,4,2,3,1,1
14321,3553,Utrecht,1,2,1,5,2,1,1,5,2,1,4,1,7,NA,1,4,3,4,4,3,1,3,1,4,1,3,3,1,6,6,1
10267,3553,Utrecht,1,4,1,1,2,2,4,2,2,5,2,2,6,NA,3,5,2,4,1,3,4,2,1,3,2,3,2,2,2,3,2
10791,3553,Utrecht,1,2,4,2,2,1,1,5,2,1,3,4,8,NA,3,5,3,3,3,3,3,3,2,2,3,2,3,5,6,6,4
10011,3553,Utrecht,1,2,4,2,2,2,1,4,2,2,4,4,8,NA,2,4,4,4,2,4,2,3,2,3,3,1,3,4,6,6,4
14236,3553,Utrecht,1,2,4,3,2,1,2,5,2,1,5,4,5,NA,7,4,3,4,3,3,1,3,1,4,3,1,2,3,4,6,2
10818,3554,Utrecht,1,3,1,2,3,4,2,3,3,2,2,1,NA,6,4,4,4,4,1,3,3,4,1,3,3,3,3,4,4,6,3
18434,3554,Utrecht,1,4,1,2,3,3,1,2,4,3,3,1,8,9,3,5,3,3,3,3,4,3,3,3,3,1,3,4,3,3,4
14593,3554,Utrecht,1,4,1,1,3,3,3,1,2,5,2,1,6,10,4,4,4,2,3,3,2,4,2,1,1,2,4,4,3,3,3
14381,3554,Utrecht,1,2,4,2,2,2,1,5,2,1,4,4,5,NA,2,5,3,3,3,4,2,2,2,3,2,1,2,5,6,6,3
23014,3555,Utrecht,1,5,1,1,1,2,5,1,1,5,1,1,6,NA,3,5,2,3,1,1,4,1,2,1,1,3,2,2,1,1,1
10979,3555,Utrecht,1,2,5,2,1,2,1,5,2,1,5,4,9,NA,4,4,4,4,3,3,2,4,1,1,3,3,3,5,6,6,4
20951,3555,Utrecht,1,3,1,1,5,2,1,1,5,3,2,5,4,NA,2,5,2,1,3,4,4,2,1,1,1,1,2,4,6,6,4
21930,3555,Utrecht,1,4,1,1,2,3,3,1,1,5,2,2,7,9,2,5,3,3,2,4,3,3,2,3,1,2,4,4,2,1,3
24313,3555,Utrecht,1,1,4,2,2,1,1,4,2,1,4,4,11,NA,6,4,4,4,2,3,3,3,4,1,2,3,5,2,5,6,5
23341,3555,Utrecht,1,4,1,3,2,3,2,1,4,4,4,2,5,7,4,4,4,3,3,2,3,4,2,3,2,1,4,4,4,4,2
16546,3555,Utrecht,1,5,1,2,3,2,3,2,3,4,4,2,7,8,3,4,3,4,2,1,4,3,1,4,3,2,3,2,3,4,2
20576,3555,Utrecht,1,4,1,3,3,2,2,2,5,2,4,2,7,3,7,4,3,5,1,3,3,3,1,4,1,2,2,3,3,5,2
23818,3555,Utrecht,1,2,5,2,1,1,1,5,1,1,6,5,10,NA,4,4,5,3,3,3,1,4,1,2,2,1,4,5,6,6,4
11474,3555,Utrecht,1,3,4,3,2,1,1,4,3,1,5,4,10,NA,4,4,5,2,3,2,2,4,2,1,1,2,5,5,6,6,3
21272,3555,Utrecht,1,NA,4,3,2,1,1,4,3,1,6,4,10,NA,4,3,5,2,3,2,1,4,4,2,1,1,6,5,6,6,4
17340,3561,Utrecht,1,4,1,1,2,4,2,2,3,4,2,1,6,9,1,4,4,3,3,2,3,3,3,3,2,2,3,4,2,2,3
22872,3561,Utrecht,1,5,1,1,2,3,4,1,2,5,4,2,6,7,3,4,4,2,1,2,4,4,3,2,1,1,4,4,2,2,5
21726,3561,Utrecht,1,5,2,3,3,2,1,3,4,1,5,3,9,8,4,3,4,4,2,3,1,4,2,2,3,1,4,5,6,6,4
15768,3561,Utrecht,1,3,2,3,2,3,2,2,5,2,3,2,6,8,1,4,4,4,4,2,2,3,3,2,3,3,3,4,4,4,3
11629,3561,Utrecht,1,3,2,3,2,2,2,2,4,3,4,4,9,NA,4,4,4,3,3,3,2,4,3,1,3,2,4,4,3,6,4
22020,3561,Utrecht,1,1,5,2,1,1,1,5,1,1,3,4,6,11,9,4,3,4,3,3,2,3,2,1,2,4,3,1,6,6,5
25525,3561,Utrecht,1,4,1,3,4,2,1,2,5,1,3,4,5,NA,3,5,3,3,4,3,4,3,1,1,3,1,2,4,4,6,3
11437,3561,Utrecht,1,3,1,1,4,3,1,2,5,2,1,1,5,9,1,4,3,3,4,3,2,3,3,3,2,2,3,4,4,5,1
20238,3561,Utrecht,1,3,1,2,4,2,2,2,4,3,2,1,5,10,4,4,4,3,3,3,2,4,2,2,2,2,3,5,4,2,4
18308,3561,Utrecht,1,2,1,2,4,3,1,2,5,2,3,1,5,9,1,5,4,2,4,3,3,4,1,2,1,1,3,4,4,6,2
20869,3561,Utrecht,1,3,2,1,3,4,1,2,5,2,2,1,5,10,1,5,3,3,4,2,2,2,3,3,1,1,3,4,4,6,2
16659,3561,Utrecht,1,4,1,1,2,4,3,1,2,5,2,1,6,NA,7,4,4,4,1,2,4,3,3,4,2,2,3,5,3,2,5
22227,3561,Utrecht,1,4,1,1,3,3,2,1,1,5,1,1,5,7,6,4,4,1,4,1,3,3,4,1,1,1,5,2,3,1,1
25412,3561,Utrecht,1,4,1,1,2,4,2,1,1,5,1,2,6,6,4,4,4,3,1,3,3,3,2,3,1,1,5,4,2,1,3
20138,3561,Utrecht,1,4,3,4,2,1,1,2,5,1,6,5,9,NA,4,2,5,3,1,1,2,4,3,3,1,1,6,4,6,6,5
11441,3561,Utrecht,1,NA,2,3,3,2,1,4,3,1,5,1,7,NA,1,4,4,4,4,2,1,3,2,4,2,2,3,4,6,6,3
21903,3562,Utrecht,1,5,1,1,2,2,5,1,1,5,2,1,7,8,3,4,4,3,1,2,4,4,2,2,2,1,5,4,2,1,4
12483,3562,Utrecht,1,4,1,2,3,3,2,2,1,5,3,1,6,8,6,3,4,4,1,2,3,3,4,3,2,2,4,4,2,2,2
22122,3562,Utrecht,1,4,1,1,2,2,5,1,2,5,2,1,4,7,1,5,4,2,4,2,2,3,3,1,1,2,4,3,3,1,2
10688,3562,Utrecht,1,3,2,4,3,1,1,2,5,1,3,5,5,NA,1,5,3,3,3,3,3,3,2,2,2,3,3,4,5,6,4
13838,3562,Utrecht,1,2,1,1,3,4,2,1,5,2,1,1,4,8,1,5,4,2,4,2,3,3,2,1,1,2,3,3,3,1,1
24328,3562,Utrecht,1,4,1,1,2,2,4,1,4,3,1,2,4,10,1,5,3,2,4,3,3,2,2,1,2,1,2,3,3,2,1
10689,3562,Utrecht,1,2,3,4,2,2,1,4,3,2,3,4,5,11,1,5,3,3,4,1,3,3,1,3,2,1,2,3,5,6,3
13783,3562,Utrecht,1,2,4,3,2,1,1,4,3,2,5,4,5,10,4,4,4,4,3,3,1,4,1,3,1,3,3,5,5,6,4
14476,3562,Utrecht,1,2,1,2,4,2,2,1,5,2,2,1,5,9,4,3,5,2,1,2,3,4,2,1,2,1,6,5,3,6,1
24546,3562,Utrecht,1,2,2,4,2,1,1,3,4,2,3,4,7,NA,9,4,3,4,2,4,3,3,2,2,2,4,3,2,6,6,5
25404,3563,Utrecht,1,4,1,1,2,4,3,1,1,5,2,1,5,10,1,5,4,2,4,2,3,2,4,1,2,1,3,3,2,2,2
18694,3563,Utrecht,1,4,2,1,2,2,4,2,2,5,1,1,5,9,1,5,4,1,4,3,2,3,3,1,1,1,4,1,3,2,1
14949,3563,Utrecht,1,2,2,4,2,1,1,3,4,2,6,4,7,9,8,3,4,5,2,1,3,3,3,2,4,3,4,4,6,5,5
23202,3563,Utrecht,1,2,2,3,3,1,1,2,5,1,2,2,10,NA,3,5,3,3,1,2,4,3,2,1,3,3,3,4,2,4,5
14116,3563,Utrecht,1,4,1,2,3,3,2,1,3,4,3,2,8,10,3,4,4,3,1,1,4,3,4,1,1,3,5,5,2,4,5
14227,3563,Utrecht,1,5,1,1,2,3,4,1,2,5,2,1,4,9,4,5,4,2,3,2,3,4,2,1,1,2,4,3,3,2,2
10930,3564,Utrecht,1,4,1,1,2,3,3,1,3,4,1,1,4,11,1,5,4,2,4,3,2,3,2,1,2,1,2,3,5,2,1
11158,3564,Utrecht,1,4,1,2,3,3,2,1,3,5,2,2,5,9,3,5,3,3,3,3,3,3,2,1,3,1,3,3,2,3,2
11685,3564,Utrecht,1,4,1,1,2,5,2,1,2,5,1,1,4,9,1,5,3,2,4,3,3,3,1,1,1,2,3,3,3,1,2
10803,3564,Utrecht,1,4,1,1,2,3,3,2,1,5,2,1,4,NA,4,5,4,2,3,3,4,4,2,2,2,1,3,3,2,1,2
18362,3564,Utrecht,1,4,1,1,2,3,3,2,1,5,1,1,4,9,4,4,4,3,4,3,2,4,2,1,3,1,4,3,2,1,1
11661,3564,Utrecht,1,3,1,1,3,3,2,1,4,3,2,1,4,11,1,5,4,2,4,3,3,3,2,2,1,1,3,2,3,2,1
25190,3564,Utrecht,1,4,1,1,2,3,3,2,2,5,2,1,4,9,1,5,3,3,3,3,3,3,3,3,2,1,3,2,3,2,1
13768,3564,Utrecht,1,4,1,1,2,3,3,2,1,5,1,1,4,NA,4,4,5,2,3,2,3,4,2,1,1,2,5,3,2,1,2
10164,3564,Utrecht,1,4,1,1,2,2,5,1,1,5,2,1,4,9,1,4,4,1,4,1,2,4,3,1,1,1,4,3,3,1,1
10525,3564,Utrecht,1,4,1,1,2,3,3,1,2,5,1,1,4,10,4,4,5,2,4,3,2,4,3,2,1,1,4,3,3,2,1
20098,3564,Utrecht,1,4,2,1,2,3,4,2,1,5,1,1,5,10,1,5,3,2,4,2,3,2,3,1,1,2,3,4,2,1,3
22069,3564,Utrecht,1,4,1,1,1,3,4,1,1,5,1,1,4,9,3,5,4,2,3,3,4,3,2,2,1,1,4,3,2,1,1
10869,3564,Utrecht,1,4,1,1,2,2,4,1,2,5,2,1,4,NA,4,4,4,3,2,3,3,4,3,3,1,1,4,3,3,1,2
15514,3564,Utrecht,1,3,1,1,2,3,3,2,3,4,2,1,3,NA,2,5,3,2,2,4,3,3,2,2,1,1,3,5,3,2,2
11841,3564,Utrecht,1,4,1,1,3,3,2,1,4,3,2,2,4,9,1,5,3,3,4,3,3,3,1,3,2,2,2,3,3,2,3
12521,3564,Utrecht,1,2,2,4,2,1,1,2,5,2,5,4,8,NA,6,3,4,4,1,2,3,3,4,2,3,3,4,4,6,6,5
11679,3564,Utrecht,1,4,1,1,2,2,4,1,2,5,1,1,4,9,4,4,5,1,3,1,3,4,4,1,1,1,6,3,3,2,1
13611,3564,Utrecht,1,3,1,2,2,4,3,2,4,3,2,1,3,10,4,4,4,3,2,3,2,4,2,3,1,1,3,4,4,3,1
11700,3564,Utrecht,1,4,1,3,3,3,1,2,4,3,5,2,8,10,1,4,4,3,3,1,3,3,3,1,2,2,4,3,3,4,5
14206,3564,Utrecht,1,4,1,1,2,3,4,1,2,5,3,1,5,10,1,4,4,2,4,2,2,4,3,1,1,2,4,5,2,1,3
11928,3564,Utrecht,1,4,1,1,2,2,4,1,1,5,1,1,5,11,6,4,5,1,4,1,3,3,4,1,1,1,5,2,2,2,1
11872,3564,Utrecht,1,4,1,1,3,3,3,1,2,5,3,1,4,9,4,4,4,2,4,2,1,4,2,1,2,1,3,3,3,1,1
10272,3564,Utrecht,1,3,1,3,3,1,2,2,4,3,4,4,8,11,3,4,4,3,1,3,4,3,4,2,2,2,5,4,3,4,5
13383,3564,Utrecht,1,3,1,3,3,2,1,2,3,4,3,3,7,10,3,4,4,3,1,2,4,4,2,2,1,3,4,4,3,4,5
11119,3564,Utrecht,1,3,1,4,3,2,1,1,4,3,5,3,7,11,4,3,5,3,1,1,3,4,3,1,1,3,6,4,3,6,5
10823,3571,Utrecht,1,1,5,1,1,1,1,5,1,1,6,5,12,NA,6,2,5,3,1,2,2,4,4,1,1,3,5,4,6,6,5
12480,3571,Utrecht,1,1,5,2,2,1,1,5,1,1,5,4,12,NA,9,3,5,4,2,1,3,4,4,1,1,4,5,2,6,6,4
23848,3571,Utrecht,1,1,5,1,1,1,1,5,1,1,4,5,12,NA,9,3,4,4,1,1,3,2,4,1,1,4,5,3,6,6,3
16931,3571,Utrecht,1,2,4,3,1,1,1,4,3,1,5,5,11,NA,9,2,5,4,1,1,2,4,4,1,1,4,5,3,5,5,5
11856,3571,Utrecht,1,2,2,1,4,2,1,3,3,2,2,2,6,NA,1,5,3,3,4,2,4,2,3,2,1,3,2,2,5,5,2
14776,3571,Utrecht,1,2,2,4,2,1,1,5,2,1,2,1,8,NA,1,5,2,3,4,3,3,2,1,1,3,1,2,2,4,6,1
25082,3571,Utrecht,1,2,3,3,3,1,1,4,3,1,2,4,9,10,3,5,2,3,4,3,4,1,2,1,1,3,2,2,6,6,2
11435,3571,Utrecht,1,1,5,1,2,1,1,5,2,1,5,5,12,NA,9,2,5,4,1,1,2,3,4,1,1,4,5,2,6,6,5
14931,3571,Utrecht,1,2,4,3,1,1,1,4,3,1,4,4,12,NA,6,3,5,3,1,1,3,3,4,1,1,3,5,3,6,5,3
24163,3571,Utrecht,1,2,3,3,3,1,1,3,4,1,2,4,7,NA,3,5,2,3,3,3,4,2,1,2,1,2,2,2,6,5,2
11922,3571,Utrecht,1,3,4,3,1,1,1,4,3,1,4,5,9,NA,9,3,4,4,3,1,1,4,1,1,1,4,4,2,6,6,3
19075,3572,Utrecht,1,1,5,1,2,1,1,5,1,1,2,4,9,NA,1,5,3,2,4,4,3,2,2,1,1,2,2,3,6,6,2
25291,3572,Utrecht,1,1,5,2,1,2,1,5,1,1,4,4,12,11,1,4,4,4,4,2,2,2,3,2,3,2,3,4,5,6,3
20419,3572,Utrecht,1,1,5,1,2,1,1,5,1,2,6,5,11,NA,4,3,5,3,1,1,3,4,3,1,1,3,5,3,6,6,5
25222,3572,Utrecht,1,2,3,2,3,2,1,4,4,1,3,2,9,9,3,5,2,3,1,3,4,2,1,2,3,1,2,2,5,5,3
17239,3572,Utrecht,1,1,5,2,2,1,1,5,2,1,6,5,10,NA,4,2,5,4,1,2,1,4,4,1,3,2,5,4,6,6,5
20143,3573,Utrecht,1,4,1,1,3,4,2,1,2,5,1,2,6,8,1,5,4,3,4,2,3,3,3,2,2,2,3,2,3,2,1
11586,3573,Utrecht,1,1,5,1,1,1,1,5,1,1,6,5,11,NA,6,3,5,3,1,1,3,2,4,1,3,1,6,1,6,6,5
24724,3573,Utrecht,1,1,5,1,1,1,1,5,1,1,5,5,11,NA,6,3,5,3,1,3,1,3,4,1,1,3,6,1,6,6,5
19312,3573,Utrecht,1,1,5,1,1,1,1,5,1,1,5,5,12,NA,6,3,4,4,1,3,1,2,4,1,3,3,5,1,6,6,5
21851,3581,Utrecht,1,1,5,1,2,1,1,5,1,1,5,5,15,NA,4,3,5,3,1,1,3,4,3,1,1,3,5,3,6,6,5
10848,3581,Utrecht,1,2,3,3,2,1,1,5,2,1,2,2,8,9,1,5,3,2,4,3,3,2,2,1,2,2,2,2,6,6,1
24124,3581,Utrecht,1,1,4,3,1,1,1,5,1,1,3,2,10,9,1,5,3,3,4,3,1,3,2,2,2,2,3,4,6,6,2
18838,3581,Utrecht,1,2,5,2,1,1,1,5,1,1,3,4,13,NA,9,3,3,5,3,1,1,3,3,1,1,4,3,2,6,4,4
22986,3581,Utrecht,1,6,1,5,1,1,1,1,5,1,5,1,10,9,6,4,4,1,1,4,1,1,4,1,1,1,2,1,6,6,3
20314,3581,Utrecht,1,4,2,2,4,2,2,2,5,1,2,2,7,6,1,5,3,2,4,4,1,3,1,1,1,2,2,3,6,6,2
16978,3582,Utrecht,1,3,4,2,2,2,1,5,2,1,2,4,12,NA,1,5,2,2,4,3,3,2,1,1,1,2,2,3,5,6,2
25121,3582,Utrecht,1,2,5,2,1,1,1,5,1,1,6,5,11,NA,4,2,5,4,1,2,1,4,2,2,3,2,5,4,6,6,5
22041,3582,Utrecht,1,3,2,2,2,3,1,2,4,2,2,2,9,9,1,5,3,3,4,3,3,3,2,1,2,3,3,3,4,4,2
22578,3582,Utrecht,1,2,4,2,1,2,1,5,2,1,3,4,9,NA,1,5,2,4,4,2,3,2,1,3,2,2,2,3,6,6,2
12546,3582,Utrecht,1,1,5,2,1,1,1,5,2,1,6,4,11,NA,4,3,5,3,3,1,2,4,3,1,2,3,5,4,6,6,4
21754,3582,Utrecht,1,2,1,3,4,2,1,4,3,1,2,2,7,NA,1,5,1,2,4,2,4,1,1,2,1,1,2,1,6,6,2
21072,3582,Utrecht,1,4,1,3,3,2,2,1,3,4,4,2,9,10,4,2,5,4,1,2,1,4,4,1,2,3,6,4,3,5,4
21939,3582,Utrecht,1,4,1,1,4,2,3,1,4,4,2,1,9,9,1,4,3,4,4,3,2,1,3,2,2,3,3,3,3,2,2
17178,3583,Utrecht,1,2,3,3,2,1,1,5,2,1,3,4,9,11,2,4,3,4,3,3,3,3,2,3,3,2,3,3,5,6,2
15353,3583,Utrecht,1,2,3,3,2,1,1,3,4,1,4,1,9,8,8,3,4,4,2,3,2,3,3,3,3,2,4,4,6,6,3
20221,3583,Utrecht,1,3,1,1,3,4,2,1,4,3,1,1,7,9,3,5,4,2,4,2,4,2,3,1,2,1,3,3,3,3,1
16584,3583,Utrecht,1,2,4,3,1,1,1,5,1,1,4,4,11,NA,1,4,4,3,4,2,2,4,2,1,3,1,3,4,6,6,3
12206,3583,Utrecht,1,1,5,1,1,1,1,5,1,1,5,5,12,NA,4,4,4,4,1,3,3,4,3,3,1,3,4,4,6,6,5
14191,3584,Utrecht,1,3,1,2,2,4,1,5,2,1,1,1,NA,2,1,5,2,2,4,3,1,2,1,2,1,1,2,2,6,6,1
18574,3584,Utrecht,1,2,4,3,2,1,1,5,2,1,3,4,7,NA,2,5,3,2,3,4,4,2,2,2,2,1,2,3,6,6,2
25596,3584,Utrecht,1,1,4,2,2,1,1,5,2,1,3,4,9,NA,2,5,3,3,2,4,3,3,2,2,1,2,2,3,6,6,3
23394,3584,Utrecht,1,1,5,2,1,1,1,5,1,1,3,5,13,NA,9,3,4,5,1,3,1,1,4,3,1,4,3,1,4,4,4
23106,3601,Utrecht,4,NA,4,2,1,1,1,4,3,1,5,4,12,NA,4,3,5,3,1,1,3,4,3,1,1,3,6,3,6,6,5
13010,3601,Utrecht,4,6,4,2,1,1,1,4,3,1,4,3,13,11,9,2,4,5,1,1,2,2,4,1,3,4,5,1,6,5,5
21651,3601,Utrecht,4,1,5,2,1,1,1,5,2,1,3,4,11,11,9,3,4,4,1,3,2,3,3,1,1,4,5,3,6,5,5
16307,3601,Utrecht,4,1,5,2,1,2,1,5,2,1,5,4,11,NA,9,1,5,4,1,1,1,3,4,1,1,4,5,2,6,6,5
20588,3601,Utrecht,4,3,1,1,3,3,2,1,4,3,3,2,5,9,2,5,3,3,1,4,3,3,1,3,1,1,2,2,4,4,2
15392,3601,Utrecht,4,2,3,2,3,2,1,3,4,1,3,2,8,NA,2,5,3,2,1,4,2,3,2,1,1,2,3,5,6,6,2
23629,3601,Utrecht,4,2,3,3,2,1,2,2,4,2,5,4,8,NA,9,2,3,5,1,1,2,3,1,3,4,4,4,3,4,6,5
17271,3601,Utrecht,4,3,1,1,3,3,3,1,4,3,2,2,6,NA,2,5,3,3,1,4,4,2,2,1,2,3,2,3,3,3,2
14626,3601,Utrecht,4,4,1,2,3,3,2,1,3,4,3,2,8,NA,3,5,4,2,1,1,4,3,3,1,1,2,5,3,2,3,2
11415,3603,Utrecht,4,1,3,4,1,1,1,5,1,1,3,2,3,NA,1,5,3,3,4,3,1,3,2,2,2,2,3,5,6,6,1
24856,3603,Utrecht,4,2,4,2,2,1,1,5,2,1,3,4,13,NA,9,3,3,5,1,3,1,1,3,1,1,4,4,1,6,4,5
11462,3604,Utrecht,4,3,1,3,4,2,1,1,4,3,4,4,8,6,4,4,4,3,1,3,3,3,3,1,2,2,3,4,4,6,3
19422,3604,Utrecht,4,NA,5,2,1,1,1,5,2,1,6,4,11,NA,4,2,5,3,1,1,2,4,4,1,2,3,6,4,6,6,5
18021,3604,Utrecht,4,2,4,2,2,1,1,5,2,1,5,4,6,NA,1,4,4,4,4,3,1,3,2,3,2,2,3,4,6,6,3
22593,3604,Utrecht,4,3,4,3,2,1,1,4,3,1,4,4,10,NA,2,4,4,3,2,4,3,4,1,1,2,3,3,4,6,6,4
20283,3604,Utrecht,4,NA,5,2,1,1,1,5,2,1,3,4,11,NA,2,4,3,4,2,4,2,3,2,2,2,3,4,4,6,6,3
23182,3607,Utrecht,4,3,1,3,3,2,2,2,4,3,4,4,7,11,9,3,4,4,1,1,3,3,3,1,1,4,5,4,3,4,4
10478,3607,Utrecht,4,6,3,3,2,1,1,3,3,2,6,4,9,NA,4,3,5,3,1,1,3,4,4,1,1,3,6,3,4,6,5
17571,3607,Utrecht,4,6,4,3,2,1,1,4,3,1,4,4,9,NA,9,2,4,4,1,1,2,4,3,1,2,4,4,3,5,5,5
22614,3607,Utrecht,4,1,5,1,1,2,1,5,2,1,5,4,11,NA,9,1,4,5,1,1,1,4,2,1,2,4,5,3,5,5,5
16691,3607,Utrecht,4,2,3,4,2,2,1,3,4,2,5,4,8,NA,9,2,4,5,1,1,2,2,4,1,1,4,5,3,4,4,5
22261,3607,Utrecht,4,1,5,1,2,1,1,5,2,2,6,4,9,NA,4,2,5,4,1,2,1,4,3,2,3,3,5,3,5,6,5
22985,3607,Utrecht,4,2,3,2,2,1,1,4,2,2,6,4,8,NA,4,2,5,4,1,1,2,4,4,2,3,3,5,4,5,6,5
19122,3607,Utrecht,4,2,3,4,2,1,1,2,4,2,5,4,8,NA,9,2,4,4,1,2,1,3,4,1,2,4,5,3,4,5,5
14640,3607,Utrecht,4,6,5,2,2,1,1,5,2,1,4,5,9,NA,9,2,5,4,1,1,2,4,3,1,2,4,5,3,6,6,5
13911,3607,Utrecht,4,6,2,3,3,1,1,2,5,1,4,2,8,10,4,4,4,4,1,3,3,4,2,2,3,3,4,3,5,5,5
10628,3607,Utrecht,4,1,5,2,1,1,2,5,2,2,4,4,10,NA,9,3,4,5,3,1,1,1,4,1,3,4,4,4,3,4,4
14795,3607,Utrecht,4,1,5,1,2,1,1,5,1,1,5,4,9,NA,9,2,4,5,2,1,1,2,4,1,3,4,4,2,6,6,5
16109,3607,Utrecht,4,1,4,3,1,1,1,5,2,1,6,4,8,NA,6,2,5,3,1,2,1,3,4,1,2,3,5,3,4,6,4
20359,3607,Utrecht,4,1,5,2,1,1,1,5,2,1,5,4,10,NA,9,2,5,4,1,1,2,3,4,1,1,4,5,1,6,5,5
11767,3607,Utrecht,4,3,1,4,3,1,1,1,4,3,6,4,7,11,4,3,4,4,1,2,2,4,2,3,3,2,4,3,4,6,5
11040,3607,Utrecht,4,3,1,1,4,2,1,1,2,5,4,2,6,9,4,3,4,4,1,3,2,4,3,1,2,3,4,4,3,5,5
16319,3607,Utrecht,4,3,1,2,3,3,1,2,3,3,4,2,6,9,4,4,4,3,1,3,4,4,3,1,2,2,4,3,3,4,5
11404,3607,Utrecht,4,2,3,3,2,2,1,3,4,1,6,4,8,NA,4,1,5,4,1,1,1,4,3,2,3,3,6,3,6,6,5
10711,3607,Utrecht,4,2,2,3,4,1,1,2,5,1,3,1,7,11,3,4,4,3,1,2,4,4,2,2,2,2,4,4,3,5,4
16892,3608,Utrecht,4,2,5,2,1,1,1,5,2,1,5,5,9,NA,9,2,4,5,1,2,1,2,4,1,2,4,5,2,6,6,5
13042,3608,Utrecht,4,2,3,4,2,1,1,3,3,1,4,4,9,3,9,3,4,4,2,2,1,3,3,1,2,4,4,3,6,6,5
12228,3611,Utrecht,7,6,5,2,1,1,1,5,2,1,6,4,13,NA,6,2,5,4,1,1,2,4,4,1,3,4,5,3,6,6,5
22453,3612,Utrecht,7,1,5,2,1,1,1,5,1,1,4,4,11,NA,9,2,4,5,2,1,1,2,3,1,1,4,5,3,6,5,5
19019,3615,Utrecht,7,2,3,4,2,1,1,3,4,1,5,4,10,NA,9,2,4,5,2,2,1,4,2,2,3,4,4,4,6,5,5
19997,3615,Utrecht,7,6,2,3,3,2,1,1,4,3,5,4,8,NA,4,3,5,4,2,3,2,4,3,1,3,3,5,4,5,5,5
10406,3615,Utrecht,7,1,4,2,2,1,1,5,2,1,5,5,10,NA,6,1,5,4,1,1,1,3,4,1,1,4,5,2,5,5,5
23181,3621,Utrecht,5,4,1,1,3,3,3,2,2,5,3,1,7,6,2,5,4,3,1,4,4,3,3,1,3,1,3,2,3,4,2
23987,3621,Utrecht,5,2,3,4,2,1,1,3,4,1,6,4,7,NA,6,3,4,4,1,3,2,3,3,2,3,2,4,4,5,6,5
20850,3621,Utrecht,5,4,1,2,4,2,2,2,2,5,1,1,7,7,4,4,4,3,1,3,3,4,3,1,2,2,5,2,3,1,2
23633,3621,Utrecht,5,2,2,5,1,1,1,3,4,1,5,5,9,NA,9,2,4,5,1,2,1,2,3,1,3,4,3,2,6,6,5
11247,3621,Utrecht,5,1,5,2,1,1,1,5,2,1,4,4,9,NA,9,2,4,5,1,1,2,3,3,1,1,4,5,2,6,4,5
14831,3621,Utrecht,5,1,5,3,1,1,1,5,2,1,6,5,9,NA,8,3,4,4,1,1,3,4,3,1,4,1,5,1,6,6,5
10710,3621,Utrecht,5,2,1,3,3,2,3,1,3,3,3,2,1,NA,3,4,4,4,2,2,4,2,3,2,2,4,3,3,4,3,4
14202,3621,Utrecht,5,6,3,3,2,2,1,4,3,2,5,4,9,NA,9,2,4,4,1,2,2,3,3,1,2,4,4,1,5,6,5
10086,3626,Utrecht,7,2,1,5,2,1,1,1,5,1,6,5,8,NA,6,1,5,4,1,1,1,4,4,2,2,2,6,4,6,6,5
11337,3641,Utrecht,5,2,2,3,3,1,1,2,4,2,5,5,8,NA,9,3,3,5,1,1,3,3,3,3,3,3,3,1,6,5,5
15915,3641,Utrecht,5,4,1,2,4,2,2,1,3,4,2,2,6,8,4,4,4,4,2,2,3,4,1,4,1,2,5,3,4,4,2
22199,3641,Utrecht,5,3,1,1,1,2,5,1,1,5,2,2,12,11,2,5,3,3,1,4,2,2,3,1,3,2,3,5,2,1,5
11773,3641,Utrecht,5,2,3,4,2,1,1,3,4,2,3,5,9,NA,9,2,4,5,1,2,1,3,3,1,1,4,5,2,4,4,5
22766,3641,Utrecht,5,2,2,4,2,1,1,2,5,1,3,5,8,NA,9,3,4,4,1,2,3,3,3,1,2,4,4,3,6,4,5
18641,3641,Utrecht,5,2,3,3,2,1,1,3,4,2,5,5,10,NA,9,2,4,5,1,2,1,3,3,1,2,4,5,2,6,5,5
24132,3641,Utrecht,5,3,1,1,5,2,2,1,2,5,4,1,7,10,6,4,5,3,1,2,4,3,4,1,2,2,5,4,3,2,4
19047,3641,Utrecht,5,1,5,2,1,1,1,5,1,2,3,5,11,NA,9,1,4,5,1,1,1,2,3,1,1,4,4,1,5,4,5
20208,3642,Utrecht,5,3,1,2,4,3,2,2,3,4,4,1,8,10,6,4,5,2,1,1,4,3,4,1,1,2,5,5,2,3,5
18847,3642,Utrecht,5,2,4,3,1,1,1,4,3,2,4,4,9,NA,9,2,4,5,1,2,1,2,3,2,2,4,4,3,6,4,5
21986,3642,Utrecht,5,3,1,1,4,2,2,1,3,4,2,1,6,7,2,4,3,4,1,4,3,3,2,1,3,3,3,4,4,4,4
