policy_number,claim_number,claim_date,notification_date,finish_date,description,country_code,country,amount_cas,amount_wa,cost_ca,cost_wa,amount_reclaimed,total
26875,19488,18-06-2014,24-06-2014,11-07-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,79.6,NA,79.6
20891,19489,15-11-2017,23-11-2017,26-02-2018,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,198.99,NA,NA,NA,NA,198.99
20891,19490,15-11-2017,14-12-2017,20-12-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,198.99,NA,NA,NA,NA,198.99
20891,19491,02-03-2014,04-03-2014,12-03-2014,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,269.39,NA,1,NA,NA,270.39
20894,19492,21-09-2017,22-09-2017,29-09-2017,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,227.73,NA,NA,NA,NA,227.73
20895,19493,07-12-2018,20-12-2018,18-07-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,371.89,172.67,NA,NA,-518.61,25.95
26876,19494,26-03-2016,05-04-2016,10-11-2016,STORM,NL,Nederland,827.9399999999999,NA,114.95,NA,NA,942.89
26876,19495,17-06-2014,08-07-2014,14-07-2014,RUITBREUK,NL,Nederland,662.37,NA,NA,NA,NA,662.37
20898,19496,01-10-2018,01-10-2018,06-11-2018,STOND GEPARKEERD,NL,Nederland,1174.8899999999999,NA,NA,NA,NA,1174.89
20898,19497,29-08-2015,31-08-2015,12-10-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1517.85,NA,40.290000000000006,NA,-1517.85,40.29
26877,19498,30-11-2015,22-12-2015,29-12-2015,REED ACHTERUIT OP RECHTE WEG,NL,Nederland,NA,1956.44,NA,34.809999999999995,NA,1991.25
20899,19499,15-03-2015,16-03-2015,13-04-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1628.6599999999999,NA,70.99000000000001,NA,-1506.51,193.14
20904,19500,27-02-2019,28-02-2019,27-03-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
26878,19501,29-10-2014,30-10-2014,27-05-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,1310.07,NA,276.11,NA,1586.18
20905,19502,18-12-2017,08-01-2018,15-01-2018,RUITVERVANGING DOOR CARGLASS,NL,Nederland,459.16,NA,NA,NA,NA,459.16
20905,19503,16-12-2014,30-12-2014,07-01-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
20906,19504,19-04-2019,09-05-2019,13-05-2019,RUITREPARATIE DOOR CARGLASS,NL,Nederland,72.6,NA,NA,NA,NA,72.6
20906,19505,08-06-2018,20-06-2018,25-06-2018,RUITVERVANGING DOOR CARGLASS,NL,Nederland,283.51,NA,NA,NA,NA,283.51
20907,19506,25-01-2014,29-01-2014,18-02-2014,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,2332.05,NA,39.5,NA,NA,2371.55
20909,19507,19-06-2019,01-07-2019,09-08-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
20909,19508,25-10-2017,06-11-2017,13-11-2017,RUITREPARATIE DOOR CARGLASS,NL,Nederland,92.14999999999999,NA,NA,NA,NA,92.15
26879,19509,28-03-2014,28-03-2014,11-04-2014,REED ACHTERUIT OP EEN TERREIN,NL,Nederland,NA,492.08,NA,NA,NA,492.08
20911,19510,30-01-2014,04-02-2014,18-03-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1032.3799999999999,NA,NA,NA,-1063.6599999999999,-31.28
20913,19511,19-01-2019,28-01-2019,NA,SLOEG LINKSAF,NL,Nederland,NA,NA,NA,NA,NA,0
20913,19512,11-08-2016,17-08-2016,13-01-2017,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,464.04,NA,2.72,NA,466.76
20914,19513,10-01-2018,15-01-2018,19-01-2018,GLASSREPAIR,NL,Nederland,59.290000000000006,NA,NA,NA,NA,59.29
20914,19514,23-12-2015,06-01-2016,18-01-2016,RUITBREUK,NL,Nederland,557.97,NA,NA,NA,NA,557.97
20915,19515,06-11-2017,06-11-2017,30-01-2018,"NIET SCHULDSCHADE, VERHAALBAAR",F,Frankrijk,NA,NA,NA,NA,NA,0
20915,19516,31-07-2017,31-07-2017,12-08-2017,STOND GEPARKEERD,NL,Nederland,674.16,NA,NA,NA,NA,674.16
20915,19517,19-03-2016,22-03-2016,29-03-2016,RUITREPARATIE DOOR CARGLASS,NL,Nederland,86.1,NA,NA,NA,NA,86.1
20916,19518,27-04-2018,27-05-2019,11-06-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
20916,19519,29-03-2018,29-03-2018,17-04-2018,STOND GEPARKEERD,TR,Turkije,1051.22,NA,NA,NA,NA,1051.22
20918,19520,01-12-2015,07-12-2015,29-01-2016,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,585.25,NA,NA,NA,585.25
20918,19521,17-07-2014,30-07-2014,06-08-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,107.58,NA,1,NA,NA,108.58
26880,19522,16-05-2014,16-05-2014,16-10-2014,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,1968.3799999999999,NA,39.5,NA,-923.19,1084.69
20920,19523,21-08-2017,22-08-2017,20-11-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,2077.58,NA,NA,NA,-1921.75,155.83
20920,19524,20-01-2016,20-01-2016,30-06-2016,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,1849.87,4760.96,NA,NA,NA,6610.83
20920,19525,19-02-2014,25-02-2014,27-02-2014,GLASSREPAIR,NL,Nederland,96.8,NA,NA,NA,NA,96.8
20921,19526,28-05-2018,28-05-2018,20-09-2018,VERLEENDE GEEN VOORRANG,NL,Nederland,7955,7851.84,78.53,126.72,NA,16012.09
20921,19527,02-10-2017,27-10-2017,18-05-2018,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,2626.29,NA,NA,NA,NA,2626.29
20922,19528,04-11-2017,09-11-2017,29-11-2017,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,NA,1312.9,NA,NA,NA,1312.9
20922,19529,14-01-2017,23-01-2017,30-01-2017,RUITVERVANGING DOOR CARGLASS,NL,Nederland,264.35,NA,NA,NA,NA,264.35
20922,19530,11-06-2014,03-07-2014,10-07-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
20922,19531,11-02-2014,14-02-2014,19-02-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
20923,19532,06-05-2016,11-05-2016,23-05-2016,GLASSREPAIR,NL,Nederland,90.75,NA,NA,NA,NA,90.75
20927,19533,09-11-2017,13-11-2017,25-06-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,881.88,NA,77.44000000000001,NA,-1708.32,-749
20927,19534,10-07-2017,21-07-2017,07-09-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1379.52,NA,77.44000000000001,NA,-1489.47,-32.51
20929,19535,03-02-2015,09-02-2015,21-08-2015,REED ACHTERUIT OP EEN TERREIN,NL,Nederland,645.6,1269.34,5,NA,-84.4,1835.54
20930,19536,19-05-2017,22-05-2017,26-06-2017,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,4480.360000000001,NA,77.44000000000001,NA,NA,4557.8
20931,19537,28-09-2018,28-09-2018,07-10-2018,STOND GEPARKEERD,NL,Nederland,1270.1399999999999,NA,NA,NA,NA,1270.14
20931,19538,28-02-2018,13-03-2018,19-03-2018,RUITREPARATIE DOOR CARGLASS,NL,Nederland,69.58,NA,NA,NA,NA,69.58
20931,19539,03-11-2014,03-11-2014,16-02-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1328.35,NA,69.6,NA,-1078.35,319.6
20932,19540,18-03-2016,24-03-2016,29-03-2016,RUITVERVANGING DOOR CARGLASS,NL,Nederland,364.40999999999997,NA,NA,NA,NA,364.41
20933,19541,20-08-2019,22-08-2019,NA,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
20933,19542,20-08-2019,04-09-2019,04-09-2019,Ruitvervanging door Schadenet,NL,Nederland,644.31,NA,NA,NA,NA,644.31
20933,19543,27-03-2017,03-04-2017,01-05-2017,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,420.34000000000003,NA,NA,NA,NA,420.34
20933,19544,21-02-2016,22-02-2016,21-03-2016,STOND GEPARKEERD,NL,Nederland,419.1,NA,NA,NA,-387.65000000000003,31.45
26881,19545,25-02-2015,27-02-2015,19-08-2016,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,2445,NA,388.48999999999995,NA,2833.49
20934,19546,28-01-2019,16-04-2019,NA,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
20934,19547,25-02-2014,25-02-2014,09-09-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,3053.4,NA,79.6,NA,-3053.5,79.5
20934,19548,25-02-2014,26-02-2014,19-06-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,350,NA,NA,NA,-980,-630
20935,19549,09-07-2016,11-07-2016,21-07-2016,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,1642.97,NA,NA,NA,NA,1642.97
20935,19550,19-06-2015,19-06-2015,30-07-2015,STOND GEPARKEERD,NL,Nederland,1036.9,NA,70.99000000000001,NA,-709.13,398.76
20936,19551,27-09-2018,28-09-2018,NA,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,NA,812.9599999999999,NA,79.38,NA,892.34
20937,19552,23-06-2016,28-06-2016,29-09-2016,HAGEL,NL,Nederland,2982.66,NA,77.44000000000001,NA,NA,3060.1
20937,19553,01-06-2016,28-06-2016,28-06-2016,"BRAND, KORTSLUITING, ONTPLOFFING, ETC.",NL,Nederland,NA,NA,NA,NA,NA,0
20938,19554,18-04-2018,19-04-2018,13-12-2018,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,3420.9700000000003,1966.84,NA,176.4,-3164.4,2399.81
20938,19555,19-05-2014,20-05-2014,28-05-2014,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,802.8,NA,1,NA,NA,803.8
20940,19556,04-08-2019,06-08-2019,23-08-2019,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,1206.1399999999999,NA,NA,NA,NA,1206.14
20944,19557,11-11-2015,11-11-2015,19-11-2015,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,2333.2599999999998,NA,NA,NA,NA,2333.26
20944,19558,12-04-2014,25-04-2014,12-05-2014,STOND GEPARKEERD,NL,Nederland,1289.1299999999999,NA,39.5,NA,NA,1328.63
20945,19559,29-11-2018,11-12-2018,31-12-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,96.8,NA,NA,NA,NA,96.8
26882,19560,08-05-2015,11-05-2015,20-05-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
26882,19561,05-12-2014,16-12-2014,24-12-2014,RUITVERVANGING DOOR CARGLASS,NL,Nederland,380.18,NA,1,NA,NA,381.18
20946,19562,13-05-2016,14-07-2016,18-07-2016,RUITREPARATIE DOOR CARGLASS,NL,Nederland,86.1,NA,NA,NA,NA,86.1
20946,19563,11-05-2016,12-05-2016,22-06-2016,REED ACHTERUIT OP RECHTE WEG,NL,Nederland,NA,1052.34,NA,NA,NA,1052.34
20946,19564,22-08-2014,25-08-2014,12-09-2014,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,185.06,NA,69.6,NA,NA,254.66
20946,19565,02-02-2014,20-02-2014,12-03-2014,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,1138.6599999999999,1260.78,69.6,34.160000000000004,NA,2503.2
26883,19566,11-01-2014,15-01-2014,27-01-2014,GLASSREPAIR,NL,Nederland,133.1,NA,NA,NA,NA,133.1
20947,19567,25-04-2019,26-04-2019,13-05-2019,REED ACHTERUIT TEGEN VAST OBJECT,NL,Nederland,815.59,NA,NA,NA,NA,815.59
20947,19568,26-05-2016,27-05-2016,13-06-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
20947,19569,26-05-2016,27-05-2016,27-09-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,105.7,NA,NA,NA,NA,105.7
20947,19570,25-09-2014,25-09-2014,04-11-2014,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,939.81,454.15000000000003,69.6,NA,NA,1463.56
20948,19571,19-06-2019,21-06-2019,24-06-2019,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,484.36,NA,NA,NA,NA,484.36
20948,19572,09-06-2017,14-06-2017,19-06-2017,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,467.97999999999996,NA,NA,NA,NA,467.98
20951,19573,26-05-2015,01-06-2015,10-06-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
20952,19574,21-06-2019,25-06-2019,08-10-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,455.34000000000003,NA,32.67,NA,-421.18,66.83
20953,19575,21-10-2015,21-10-2015,09-11-2015,STOND GEPARKEERD,NL,Nederland,1187.98,NA,NA,NA,NA,1187.98
20953,19576,03-12-2014,03-12-2014,18-12-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,2151.32,NA,39.5,NA,NA,2190.82
26884,19577,08-11-2014,11-11-2014,27-11-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,69.6,NA,NA,69.6
26884,19578,29-06-2014,02-07-2014,10-07-2014,Ruitreparatie door Glasgarage,NL,Nederland,54.449999999999996,NA,1,NA,NA,55.45
26885,19579,28-07-2014,13-08-2014,16-01-2015,STOND GEPARKEERD,NL,Nederland,659.2,NA,5,NA,NA,664.2
20955,19580,07-12-2017,07-12-2017,24-08-2018,SLOEG LINKSAF,NL,Nederland,NA,4765.96,NA,NA,NA,4765.96
20955,19581,07-12-2017,14-12-2017,05-07-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,78.53,NA,NA,78.53
26886,19582,20-09-2015,21-09-2015,12-10-2015,STOND GEPARKEERD,NL,Nederland,2792.8900000000003,NA,70.99000000000001,NA,NA,2863.88
26886,19583,20-03-2014,27-03-2014,02-04-2014,RUITVERVANGING DOOR CARGLASS,NL,Nederland,423.3,NA,1,NA,NA,424.3
20958,19584,06-04-2015,14-04-2015,22-04-2015,Ruitreparatie door Glasgarage,NL,Nederland,54.449999999999996,NA,1,NA,NA,55.45
20959,19585,08-03-2018,15-03-2018,19-03-2018,RUITVERVANGING DOOR CARGLASS,NL,Nederland,324.36,NA,NA,NA,NA,324.36
20961,19586,03-02-2018,04-04-2018,09-04-2018,RUITBREUK,NL,Nederland,450.47999999999996,NA,NA,NA,NA,450.48
20961,19587,18-01-2016,19-01-2016,16-03-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,917.47,NA,NA,NA,-848.65,68.82
20962,19588,11-09-2017,26-09-2017,25-10-2017,REED ACHTERUIT TEGEN STILSTAAND (ON)VERLICHT MTR,NL,Nederland,376.26,459.62,NA,NA,NA,835.88
26887,19589,01-07-2015,27-07-2015,03-09-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
20964,19590,18-01-2018,25-03-2018,02-05-2018,RUITBREUK,NL,Nederland,633.1700000000001,NA,NA,NA,NA,633.17
20964,19591,03-01-2018,03-01-2018,23-03-2018,STORM,NL,Nederland,2820.34,NA,78.53,NA,NA,2898.87
20964,19592,31-08-2015,01-09-2015,24-10-2015,HAGEL,NL,Nederland,409.5,NA,NA,NA,NA,409.5
20966,19593,23-01-2015,27-01-2015,10-02-2015,SLOEG LINKSAF,NL,Nederland,NA,714.65,NA,NA,NA,714.65
26888,19594,23-06-2016,24-06-2016,22-09-2016,HAGEL,NL,Nederland,3255,NA,77.44000000000001,NA,NA,3332.44
26888,19595,29-04-2014,05-05-2014,08-05-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
20967,19596,14-02-2015,18-02-2015,12-05-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
20968,19597,28-11-2016,01-02-2017,10-02-2017,"BRAND, KORTSLUITING, ONTPLOFFING, ETC.",NL,Nederland,772.48,NA,NA,NA,NA,772.48
20968,19598,02-08-2014,07-08-2014,25-08-2014,STOND GEPARKEERD,NL,Nederland,1083.59,NA,5,NA,NA,1088.59
20969,19599,05-04-2015,17-04-2015,22-04-2015,Ruitvervanging door Glasgarage,NL,Nederland,352.14000000000004,NA,1,NA,NA,353.14
20971,19600,27-07-2018,10-08-2018,22-08-2018,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
20971,19601,28-06-2014,30-06-2014,29-10-2014,HAGEL,NL,Nederland,118.64,NA,70.16,NA,NA,188.8
20972,19602,03-11-2015,03-11-2015,15-12-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,1775.53,NA,114.95,NA,NA,1890.48
20973,19603,13-11-2018,05-02-2019,11-03-2019,BOTSING MET LOSLOPEND WILD,NL,Nederland,1523.6699999999998,NA,NA,NA,NA,1523.67
20974,19604,21-09-2015,30-09-2015,16-10-2015,GLASSREPAIR,NL,Nederland,96.8,NA,NA,NA,NA,96.8
20975,19605,10-10-2019,10-10-2019,NA,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
26889,19606,26-11-2014,27-11-2014,04-12-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,685.2,NA,39.5,NA,NA,724.7
20976,19607,07-04-2018,12-04-2018,NA,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,589.05,NA,NA,195.10999999999999,NA,784.16
20976,19608,07-04-2018,31-08-2018,22-03-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
20976,19609,21-10-2014,24-10-2014,20-11-2014,STORM,NL,Nederland,1074.3899999999999,NA,39.5,NA,NA,1113.89
20976,19610,15-04-2014,17-04-2014,08-05-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,755.6,NA,39.5,NA,NA,795.1
20977,19611,30-09-2014,30-09-2014,05-11-2014,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,3045,750,79.6,80.58,-1455,2500.18
20977,19612,03-01-2014,03-01-2014,12-02-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,986.6700000000001,NA,39.5,NA,-736.6700000000001,289.5
20978,19613,14-03-2019,25-04-2019,30-04-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,346.02,NA,NA,NA,NA,346.02
20978,19614,02-07-2014,02-07-2014,19-08-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,941.8,NA,39.5,NA,-883.42,97.88
20979,19615,11-11-2016,11-11-2016,21-12-2016,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,NA,3974.63,NA,NA,NA,3974.63
20980,19616,07-01-2015,14-01-2015,21-01-2015,RUITVERVANGING DOOR CARGLASS,NL,Nederland,396.19,NA,1,NA,NA,397.19
20980,19617,16-10-2014,23-10-2014,29-10-2014,RUITVERVANGING DOOR CARGLASS,NL,Nederland,133.39000000000001,NA,1,NA,NA,134.39
20981,19618,28-09-2018,03-10-2018,08-10-2018,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,60.5,NA,NA,NA,NA,60.5
20981,19619,16-04-2015,20-04-2015,09-06-2015,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,473.62,NA,40.290000000000006,NA,NA,513.91
20981,19620,19-01-2014,21-01-2014,30-01-2014,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,643.8299999999999,NA,1,NA,NA,644.83
20982,19621,04-05-2019,09-05-2019,13-05-2019,RUITREPARATIE DOOR CARGLASS,NL,Nederland,72.6,NA,NA,NA,NA,72.6
20982,19622,07-01-2015,15-01-2015,25-02-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1062.71,NA,40.290000000000006,NA,-983,120
20982,19623,07-01-2015,22-01-2015,23-01-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
20982,19624,18-01-2014,22-01-2014,05-02-2014,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,446.65000000000003,NA,NA,NA,446.65
20984,19625,22-12-2015,23-12-2015,22-03-2016,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,1111.55,NA,NA,NA,1111.55
20984,19626,14-12-2014,16-12-2014,24-12-2014,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,509.97999999999996,NA,1,NA,NA,510.98
20986,19627,27-01-2019,28-01-2019,27-02-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,751.07,NA,78.53,NA,-863.23,-33.63
20987,19628,10-04-2018,11-04-2018,19-04-2018,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,948.26,NA,78.99000000000001,NA,1027.25
20987,19629,18-05-2017,19-05-2017,21-07-2017,STOND GEPARKEERD,NL,Nederland,NA,NA,NA,NA,NA,0
20989,19630,31-12-2018,02-01-2019,20-03-2019,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,2190,NA,182.93,NA,2372.93
20989,19631,06-03-2016,07-03-2016,24-03-2016,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,1028.8799999999999,NA,78.96000000000001,NA,1107.84
20989,19632,23-07-2015,06-08-2015,23-09-2015,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,414.82,NA,NA,NA,414.82
20990,19633,05-07-2014,26-11-2014,28-05-2015,"NIET SCHULDSCHADE, VERHAALBAAR",B,Belgie,NA,NA,69.6,NA,NA,69.6
20991,19634,20-07-2019,22-07-2019,24-09-2019,HAGEL (CALAMITEIT),NL,Nederland,3498.3,NA,NA,NA,-1617.96,1880.34
20994,19635,21-07-2016,22-07-2016,03-10-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1506.09,NA,77.44000000000001,NA,-1615.62,-32.09
20994,19636,12-12-2015,09-02-2016,18-02-2016,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,NA,2028.59,NA,42.99,NA,2071.58
26890,19637,04-10-2014,17-10-2014,22-10-2014,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,60.5,NA,1,NA,NA,61.5
20995,19638,02-11-2018,08-11-2018,12-12-2018,ARTIKEL 185 WVW,NL,Nederland,767.53,NA,NA,NA,-575.65,191.88
20996,19639,14-01-2016,20-01-2016,28-01-2016,GLASSREPAIR,NL,Nederland,96.8,NA,NA,NA,NA,96.8
20997,19640,15-03-2018,05-04-2018,23-04-2018,REED ACHTERUIT TEGEN STILSTAAND (ON)VERLICHT MTR,NL,Nederland,NA,680.02,NA,NA,NA,680.02
20997,19641,15-07-2016,15-07-2016,01-09-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,721.8499999999999,NA,NA,NA,-667.71,54.14
20997,19642,05-10-2015,06-10-2015,22-10-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,3464.21,NA,NA,NA,NA,3464.21
20997,19643,27-02-2015,02-03-2015,14-04-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1180.92,NA,40.290000000000006,NA,-1092.35,128.86
20997,19644,23-02-2014,24-03-2014,02-04-2014,RUITVERVANGING DOOR CARGLASS,NL,Nederland,411.19,NA,1,NA,NA,412.19
21000,19645,28-03-2014,28-03-2014,08-04-2014,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,3498.05,NA,39.5,NA,NA,3537.55
21000,19646,14-03-2014,14-03-2014,26-03-2014,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,3324.9,NA,39.5,NA,NA,3364.4
21001,19647,14-12-2018,17-12-2018,31-01-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,144.5,NA,NA,-144.5,0
21001,19648,20-10-2014,04-11-2014,05-01-2015,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,341.47999999999996,NA,69.6,NA,-204.49,206.59
26891,19649,13-03-2014,18-03-2014,26-03-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
21003,19650,19-11-2015,20-11-2015,05-02-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
21003,19651,03-08-2014,04-08-2014,03-05-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1286.24,NA,2002.54,NA,-3990.84,-702.06
26892,19652,11-05-2015,15-05-2015,15-06-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,594.98,NA,40.290000000000006,NA,NA,635.27
21006,19653,10-03-2018,14-03-2018,19-03-2018,RUITREPARATIE DOOR CARGLASS,NL,Nederland,69.58,NA,NA,NA,NA,69.58
21006,19654,21-02-2017,24-02-2017,09-03-2017,RUITBREUK,NL,Nederland,336.58,NA,NA,NA,NA,336.58
21006,19655,01-12-2015,07-12-2015,17-02-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1790.21,NA,77.44000000000001,NA,-827.97,1039.68
21007,19656,30-10-2014,30-10-2014,11-12-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,845.14,NA,69.6,NA,-946.02,-31.28
21007,19657,03-09-2014,11-09-2014,21-11-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,684.16,NA,69.6,NA,-785.04,-31.28
21007,19658,18-07-2014,21-07-2014,18-08-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,792.3299999999999,NA,69.6,NA,-893.21,-31.28
26893,19659,24-02-2018,06-03-2018,10-05-2018,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,3091.1,NA,NA,NA,3091.1
26893,19660,09-02-2016,10-02-2016,17-03-2016,STOND GEPARKEERD,NL,Nederland,928.2,NA,NA,NA,NA,928.2
26893,19661,26-06-2015,07-07-2015,15-07-2015,RUITVERVANGING DOOR CARGLASS,NL,Nederland,484.37,NA,1,NA,NA,485.37
21008,19662,09-10-2014,20-10-2014,28-10-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1227.9,NA,39.5,NA,NA,1267.4
26894,19663,07-07-2015,03-08-2015,26-08-2015,STOND GEPARKEERD,NL,Nederland,NA,NA,5,NA,NA,5
